-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,3.40,3.68,3.93,4.04,5.53,5.55,6.15,5.56,2.81,2.90,2.51,2.61,1.56,1.26,1.00,1.33,1.22,1.40,1.66,1.73,2.16,2.06,2.42,2.79,3.91,4.01,1.57,2.13,2.99,2.09,2.73
-1.00,-1.00,-1.00,-1.00,-1.00,2.62,2.35,2.58,2.86,4.86,7.96,8.53,8.15,6.82,3.45,3.27,2.74,2.12,1.61,1.65,0.82,1.13,1.29,1.26,1.75,1.77,1.63,2.20,2.33,3.34,2.94,3.85,3.29,1.59,2.67,2.26,2.82
-1.00,-1.00,-1.00,-1.00,-1.00,2.50,2.06,2.09,2.23,3.96,7.29,7.89,7.28,6.34,4.87,3.25,2.54,1.43,1.85,1.44,0.81,1.30,1.22,1.23,1.94,1.87,1.65,1.72,2.49,2.44,2.63,2.75,2.24,2.79,2.56,2.65,1.84
7.83,6.41,5.01,2.69,2.28,1.77,1.66,1.79,1.96,3.35,6.43,8.81,7.37,6.69,4.87,3.21,2.73,1.90,1.23,1.04,0.97,0.98,1.17,1.10,1.80,1.57,1.76,1.80,2.52,2.04,2.66,2.56,2.11,2.97,4.23,4.01,1.88
8.25,8.53,8.33,6.30,3.66,2.40,1.81,1.44,1.97,2.35,4.13,8.70,10.17,7.83,5.10,3.29,2.59,1.76,1.37,1.12,1.11,1.07,1.08,1.27,1.37,1.37,1.86,1.82,1.81,1.92,2.55,2.17,2.37,2.85,2.97,3.15,3.34
8.24,9.11,10.51,10.83,7.15,4.59,3.58,2.21,2.33,2.66,3.72,6.27,9.18,6.82,5.37,2.27,2.84,1.29,1.07,1.12,1.18,1.12,1.14,1.23,1.40,1.49,1.45,1.55,1.56,1.38,2.06,1.94,3.56,3.35,3.15,3.26,2.37
8.51,8.33,9.00,10.38,10.19,6.72,4.73,3.34,2.90,2.62,4.04,6.23,8.21,6.86,4.21,2.41,2.04,1.12,0.97,0.98,0.96,0.92,1.08,1.21,1.40,1.73,1.40,1.76,1.65,1.58,2.26,2.27,2.83,3.13,3.17,3.03,2.69
-1.00,7.40,7.93,8.22,8.35,6.16,4.54,3.47,2.99,2.85,3.16,5.73,5.07,4.18,2.40,1.78,2.14,1.53,0.59,0.83,0.77,1.01,1.10,1.24,1.37,1.64,1.71,1.89,2.07,2.08,1.78,2.49,2.58,3.14,3.02,3.02,3.11
