11.50,12.30,10.65,5.02,5.06,6.79,6.10
18.69,10.31,7.46,2.73,3.32,6.76,7.86
15.86,12.91,3.61,2.41,4.81,5.16,6.88
13.24,12.02,2.33,3.29,2.79,4.48,7.89
12.78,7.41,2.77,2.47,2.13,2.34,2.94
16.77,10.17,3.59,3.67,3.75,3.00,4.41
16.77,9.72,9.31,4.30,-1.00,-1.00,-1.00
18.00,7.48,7.60,12.00,-1.00,-1.00,-1.00
-1.00,7.79,4.52,5.44,10.58,-1.00,-1.00
-1.00,12.62,6.65,7.32,7.40,-1.00,-1.00
-1.00,-1.00,8.38,11.53,7.77,2.32,3.76
-1.00,-1.00,-1.00,-1.00,6.97,4.68,6.54
