-1.00,0.11,0.18,0.06,0.04,0.08,0.06
0.28,0.11,0.18,0.03,0.02,0.04,0.06
0.21,0.15,0.11,0.01,0.02,0.03,0.08
0.23,0.13,0.08,0.02,0.03,0.04,0.05
0.18,0.11,0.05,0.02,0.02,0.01,0.03
0.19,0.06,0.02,0.02,0.02,0.02,0.02
0.14,0.08,0.04,0.02,-1.00,-1.00,-1.00
0.15,0.05,0.03,0.02,-1.00,-1.00,-1.00
-1.00,0.05,0.01,0.01,0.01,-1.00,-1.00
-1.00,-1.00,0.04,0.01,0.03,-1.00,-1.00
-1.00,-1.00,0.11,0.02,0.01,0.01,0.01
-1.00,-1.00,-1.00,0.10,0.03,0.01,0.00
