-1.00,0.24,0.40,0.14,0.10,0.20,0.15
0.62,0.29,0.41,0.09,0.07,0.13,0.15
0.46,0.35,0.28,0.04,0.07,0.10,0.20
0.48,0.32,0.21,0.06,0.09,0.11,0.15
0.42,0.27,0.15,0.05,0.06,0.05,0.09
0.59,0.21,0.10,0.06,0.05,0.06,0.05
0.45,0.32,0.23,0.07,-1.00,-1.00,-1.00
0.41,0.23,0.17,0.12,-1.00,-1.00,-1.00
-1.00,0.23,0.09,0.08,0.08,-1.00,-1.00
-1.00,-1.00,0.15,0.08,0.11,-1.00,-1.00
-1.00,-1.00,0.27,0.09,0.05,0.05,0.04
-1.00,-1.00,-1.00,0.22,0.12,0.07,0.01
