-1.00,0.17,0.26,0.09,0.07,0.13,0.10
0.43,0.18,0.27,0.05,0.04,0.08,0.10
0.32,0.24,0.18,0.02,0.04,0.06,0.13
0.33,0.21,0.14,0.04,0.06,0.07,0.10
0.28,0.18,0.10,0.03,0.04,0.03,0.05
0.35,0.12,0.05,0.04,0.03,0.04,0.03
0.27,0.17,0.11,0.04,-1.00,-1.00,-1.00
0.25,0.11,0.08,0.05,-1.00,-1.00,-1.00
-1.00,0.12,0.03,0.03,0.03,-1.00,-1.00
-1.00,-1.00,0.08,0.04,0.06,-1.00,-1.00
-1.00,-1.00,0.17,0.04,0.02,0.02,0.02
-1.00,-1.00,-1.00,0.14,0.07,0.03,0.01
